sig_id	x	y	DBSCAN-clustering	KMeans-clustering	p-value	Cell	Dose	Perturbation_ID	Time	Perturbation	EHR_Coprescribed_Drugs	EHR_Diagnoses	Phase	MOA	rings	scaffolds	n_rings	n_scaffolds	predicted_MOA	R2_Score	Batch	Scores
CPC002_VCAP_6H:BRD-A00758722-001-03-1:10	-9.9709721806	-1.5850593035	7	14	0.0	VCAP	10.0	BRD-A00758722	6.0	noretynodrel	unknown	unknown	Launched	progestogen hormone	C12=C(CCCC1)C3CCC4CCCC4C3CC2	unknown	1.0	0.0	glucocorticoid receptor agonist	0.2417411476	CPC002	0.0862068966
CPC017_MCF7_24H:BRD-K14200658-001-02-6:10	0.3443585716	-0.161596312	0	26	0.007	MCF7	10.0	BRD-K14200658	24.0	syrosingopine	unknown	unknown	unknown	unknown	c1ccccc1	O(Cc1ccccc1)C2CCC3CC4c5[nH]c6ccccc6c5CCN4CC3C2	2.0	1.0	topoisomerase inhibitor	0.175543921	CPC017	0.0
LJP001_SKBR3_24H:BRD-K04923131-001-10-5:2	1.1042338055	1.3956537507	0	15	0.0	SKBR3	2.0	BRD-K04923131	24.0	GSK-3-inhibitor-IX	unknown	unknown	Preclinical	glycogen synthase kinase inhibitor, lipoxygenase inhibitor	c1ccc2c(c1)NCC2	c1ccc2c(c1)NCC2=C3Nc4ccccc4C3	1.0	1.0	MEK inhibitor	0.0374408308	LJP001	-0.0344827586
LJP001_MDAMB231_6H:BRD-K92571446-001-01-4:0.4	-6.2155736254	6.0074556247	5	25	0.0	MDAMB231	0.4	BRD-K92571446	6.0	WZ-3105	unknown	unknown	unknown	unknown	c1ccccc1	n1cnc(Nc2ccccc2)c3N=C[N]c13	2.0	3.0	CDK inhibitor	0.2265439387	LJP001	0.0
CPC008_PC3_6H:BRD-K77681376-001-01-4:10	-8.8016682437	9.3084352215	2	2	0.0	PC3	10.0	BRD-K77681376	6.0	BRD-K77681376	unknown	unknown	unknown	unknown	[N]1C=Nc2ccccc12	n1cc2ncn(c2nc1N3CCOCC3)-c4cscc4	3.0	7.0	CDK inhibitor	0.2181403876	CPC008	0.0517241379
CPC013_MCF7_24H:BRD-K58347372-001-02-7:10	0.6175742712	0.5547387258	0	15	0.0	MCF7	10.0	BRD-K58347372	24.0	BRD-K58347372	unknown	unknown	unknown	unknown	n1cnccc1	O1CC2N(CC3(c4ccccc4NC3)C2)C(c5ccccc5)C1c6ccccc6	4.0	24.0	adrenergic receptor antagonist	0.3564553593	CPC013	-0.0862068966
NMH002_FIBRNPC_24H:BRD-K99964838-001-05-1:10	-0.7038033071	-3.1422855849	0	18	0.0	FIBRNPC	10.0	BRD-K99964838	24.0	bosutinib	unknown	unknown	Launched	Abl kinase inhibitor, Bcr-Abl kinase inhibitor	c1ccccc1	n1ccc(Nc2ccccc2)c3ccccc13	3.0	3.0	EGFR inhibitor	0.3940989765	NMH002	0.0172413793
CPC004_HA1E_6H:BRD-A40639672-234-09-9:10	-1.2821205126	0.4502319028	0	10	0.007	HA1E	10.0	BRD-A40639672	6.0	ketorolac	OXYTOCIN	Outcome of delivery, single liveborn	Launched	cyclooxygenase inhibitor	c1ccccc1	c1ccc(cc1)Cc2ccc3n2CCC3	2.0	1.0	cyclooxygenase inhibitor	0.1242103794	CPC004	0.0
CPC005_PC3_24H:BRD-A55484088-050-01-7:10	8.5800292141	1.4879377911	0	1	0.0	PC3	10.0	BRD-A55484088	24.0	BNTX	unknown	unknown	Preclinical	opioid receptor antagonist	c1ccccc1	O1c2cccc3c2C45CCN(CC6CC6)C(C3)C5CCCC14	2.0	3.0	mTOR inhibitor	0.1192731012	CPC005	-0.0517241379
CPC014_HA1E_6H:BRD-K19499941-001-05-9:10	7.7290942207	-0.3693168083	0	23	0.0	HA1E	10.0	BRD-K19499941	6.0	BRD-K19499941	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	adrenergic receptor antagonist	0.1214815376	CPC014	-0.0344827586
CPC013_HEPG2_6H:BRD-K94493764-001-01-3:10	7.2782644538	2.5447714587	0	12	0.0	HEPG2	10.0	BRD-K94493764	6.0	BRD-K94493764	unknown	unknown	unknown	unknown	O1c2ccccc2[CH]c3ccccc13	unknown	1.0	0.0	topoisomerase inhibitor	0.1408428435	CPC013	-0.0689655172
NMH002_NPC_24H:BRD-K08316444-001-06-8:10	2.4255537112	-4.1287391738	0	17	0.0	NPC	10.0	BRD-K08316444	24.0	rotenone	unknown	unknown	unknown	unknown	O1c2ccc3c(OC4COc5ccccc5C4C3)c2CC1	unknown	1.0	0.0	MEK inhibitor	0.2255686717	NMH002	-0.2931034483
CPC013_SKB_24H:BRD-K76938712-001-01-2:10	-2.5192914808	-4.2543452772	0	3	0.0	SKB	10.0	BRD-K76938712	24.0	BRD-K76938712	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	10.0	topoisomerase inhibitor	0.4078255507	CPC013	0.0
CPC001_PC3_24H:BRD-K94441233-001-03-1:10	2.802523313	-3.8231618391	0	17	0.0	PC3	10.0	BRD-K94441233	24.0	mevastatin	unknown	unknown	Preclinical	HMGCR inhibitor	O1CCCCC1	O1CCCCC1CCC2CC=CC3=CCCCC32	2.0	1.0	glucocorticoid receptor agonist	0.2936611934	CPC001	-0.0689655172
CPC011_A549_6H:BRD-K59753975-065-02-1:10	-1.1342175554	0.6032001223	0	10	0.0	A549	10.0	BRD-K59753975	6.0	vindesine	unknown	unknown	Launched	tubulin polymerization inhibitor	c1ccc2c(c1)NC3CCC4C=CCN5CCC23C54	c1ccc2c(c1)[nH]c3c2CCN4CCCC(C4)CC3c5ccc6NC7CCC8C=CCN9CCC7(c6c5)C98	2.0	1.0	tubulin polymerization inhibitor	0.1061415751	CPC011	-0.0689655172
CPC017_HT29_6H:BRD-K60762818-003-15-3:10	1.3364814651	-3.8530000702	0	11	0.0049	HT29	10.0	BRD-K60762818	6.0	desipramine	PROCHLORPERAZINE	Diabetes with neurological manifestations, type I [juvenile type]	Launched	tricyclic antidepressant	c1ccc2c(c1)Nc3ccccc3CC2	unknown	1.0	0.0	dopamine receptor antagonist	0.1725883845	CPC017	-0.0172413793
CPC018_HT29_6H:BRD-K84595254-001-03-0:10	3.1873877637	6.1245950578	4	4	0.0	HT29	10.0	BRD-K84595254	6.0	strophanthidin	unknown	unknown	unknown	unknown	C1CCC2C(C1)CCC3C4CCCC4CCC23	O1CC=C(C1)C2CCC3C2CCC4C5CCCCC5CCC34	1.0	1.0	protein synthesis inhibitor	0.2533926276	CPC018	0.0517241379
CPC006_VCAP_24H:BRD-K03816923-001-04-7:9.68	4.9464236676	-4.7901325215	1	9	0.0	VCAP	9.68	BRD-K03816923	24.0	rottlerin	unknown	unknown	unknown	unknown	c1ccccc1	O1c2c(cccc2CC=Cc3ccccc3)C=CC1	2.0	3.0	estrogen receptor agonist	0.2925946699	CPC006	-0.0344827586
CPC001_VCAP_24H:BRD-K15935639-001-02-0:10	7.8404899734	1.1049416315	0	1	0.0	VCAP	10.0	BRD-K15935639	24.0	z-leu3-VS	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	protein synthesis inhibitor	0.1720184559	CPC001	-0.0689655172
CPC012_PC3_6H:BRD-K32485462-001-01-9:10	-1.9722289515	-2.4705847365	0	18	0.0	PC3	10.0	BRD-K32485462	6.0	BRD-K32485462	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	O1c2ccccc2CNCCC1CNCc3ccccc3	2.0	10.0	topoisomerase inhibitor	-0.0269230962	CPC012	0.1206896552
CPC012_MCF7_24H:BRD-K73238422-001-01-1:10	-1.3761455557	0.5544156854	0	10	0.0007	MCF7	10.0	BRD-K73238422	24.0	BRD-K73238422	unknown	unknown	unknown	unknown	c1ccccc1	n1cccc2nc3SC(=Cc4ccccc4)[CH]n3c12	2.0	1.0	CDK inhibitor	-0.4032383179	CPC012	0.0
CPC019_VCAP_24H:BRD-K74840245-001-05-9:10	-2.2811093518	0.4398307631	0	21	0.0084	VCAP	10.0	BRD-K74840245	24.0	BRD-K74840245	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.0744453204	CPC019	0.1034482759
CPC002_PC3_24H:BRD-K98157055-001-04-2:10	-0.3298479951	0.732282879	0	10	0.0378	PC3	10.0	BRD-K98157055	24.0	SIB-1757	unknown	unknown	Preclinical	glutamate receptor antagonist	c1ccccc1	N(=Nc1ccccc1)c2ncccc2	2.0	1.0	cyclooxygenase inhibitor	-0.1139569259	CPC002	0.0
CPC013_PC3_24H:BRD-A93015352-003-01-1:10	-0.9982897768	-1.5206378159	0	0	0.0	PC3	10.0	BRD-A93015352	24.0	BRD-A93015352	unknown	unknown	unknown	unknown	n1cccc2ccccc12	n1cccc2cccc(OCCCn3c4ccccc4c5ccccc53)c12	2.0	1.0	adrenergic receptor antagonist	-0.3380388419	CPC013	-0.0344827586
CPC001_VCAP_6H:BRD-A17065207-001-06-9:10	3.9894733961	-2.3700579883	0	5	0.0	VCAP	10.0	BRD-A17065207	6.0	brefeldin-a	unknown	unknown	Preclinical	protein synthesis inhibitor	O1CC=CCC2CCCC2C=CCCCC1	unknown	1.0	0.0	protein synthesis inhibitor	0.0786826903	CPC001	-0.2931034483
CPC012_NPC_24H:BRD-K38012662-001-05-4:10	-3.9224469177	-0.2946558972	0	6	0.0021	NPC	10.0	BRD-K38012662	24.0	BRD-K38012662	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	1.0	MEK inhibitor	-0.0627554997	CPC012	0.0862068966
CPC015_A375_6H:BRD-K41731458-001-04-5:10	0.9744771376	-0.8703843149	0	26	0.0028	A375	10.0	BRD-K41731458	6.0	triclosan	unknown	unknown	Launched	antibacterial agent	c1ccccc1	O(c1ccccc1)c2ccccc2	1.0	1.0	estrogen receptor agonist	0.2663017518	CPC015	-0.1034482759
CPC006_HCC515_6H:BRD-K76703230-001-01-3:0.31	3.9022484151	2.2692883309	0	24	0.0	HCC515	0.31	BRD-K76703230	6.0	YM-155	unknown	unknown	Phase 2	survivin inhibitor	[N]1C=NC2=C1Cc3ccccc3C2	n1ccnc(c1)C[N]2=C[N]C3=C2Cc4ccccc4C3	2.0	1.0	adrenergic receptor antagonist	0.125899062	CPC006	0.0
CPC009_PC3_6H:BRD-K45205755-001-01-2:10	2.3875688403	-0.1465705726	0	26	0.0	PC3	10.0	BRD-K45205755	6.0	BRD-K45205755	unknown	unknown	unknown	unknown	c1ccccc1	N1=CC=C(Oc2ccccc2)[CH]N1c3ccccc3	2.0	3.0	EGFR inhibitor	0.1615529221	CPC009	0.0172413793
CPC014_HA1E_6H:BRD-U29336476-000-01-3:10	-4.1255956062	-6.4263757451	15	29	0.0	HA1E	10.0	BRD-U29336476	6.0	XMD-16144	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC014	-0.0517241379
CPC017_MCF7_6H:BRD-A38030642-001-01-2:10	3.943492477	-2.0541731527	0	5	0.0	MCF7	10.0	BRD-A38030642	6.0	cyclosporin-a	unknown	unknown	Launched	calcineurin inhibitor	N1CCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCC1	unknown	1.0	0.0	protein synthesis inhibitor	0.1695184257	CPC017	-0.1896551724
CPC006_SW948_6H:BRD-K79983625-001-01-1:11.1	-4.234961909	1.8527040059	0	8	0.0007	SW948	11.1	BRD-K79983625	6.0	DC-45-A2	unknown	unknown	unknown	unknown	O1c2c3cc4c(cc3ccc2C5OC6OC5C1C76OC7)CCCC4	unknown	1.0	0.0	topoisomerase inhibitor	0.0726029285	CPC006	0.0344827586
CPC016_NPC_24H:BRD-K84709232-001-02-6:10	-0.9974882793	1.1085182365	0	10	0.0	NPC	10.0	BRD-K84709232	24.0	caffeic-acid	unknown	unknown	Preclinical	HIV integrase inhibitor, lipoxygenase inhibitor	c1ccccc1	O(CC=Cc1ccccc1)CCc2ccccc2	1.0	1.0	estrogen receptor agonist	0.4039994773	CPC016	-0.0689655172
CPC009_MCF7_6H:BRD-K18724229-019-01-5:10	-5.0695236826	3.201877114	14	8	0.0	MCF7	10.0	BRD-K18724229	6.0	BRD-K18724229	unknown	unknown	unknown	unknown	n1csc2ccccc12	n1c(sc2ccccc12)-c3csc4c3CCCNC4	2.0	1.0	PARP inhibitor	0.6769105676	CPC009	0.0517241379
CPC010_PC3_6H:BRD-K75040614-001-03-3:10	-1.4311334107	0.6839309279	0	10	0.0175	PC3	10.0	BRD-K75040614	6.0	BRD-K75040614	unknown	unknown	unknown	unknown	c1ccccc1	o1cccc1CNc2ccccc2	1.0	3.0	MEK inhibitor	-0.1391136671	CPC010	0.1034482759
CPC004_VCAP_24H:BRD-K70914287-300-01-0:10	0.5733472354	-5.4158972802	0	11	0.0	VCAP	10.0	BRD-K70914287	24.0	BIBX-1382	unknown	unknown	Phase 1	EGFR inhibitor	c1ccccc1	n1cnc2c(ncnc2Nc3ccccc3)c1	3.0	3.0	EGFR inhibitor	0.3826002162	CPC004	-0.0172413793
CPC006_PC3_24H:BRD-K73789395-001-06-5:102.71	-0.2930629476	-0.4419559158	0	26	0.0	PC3	102.71	BRD-K73789395	24.0	ZM-336372	unknown	unknown	Preclinical	RAF inhibitor	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	2.0	MEK inhibitor	0.1230496194	CPC006	-0.1034482759
CPC005_VCAP_6H:BRD-K93080877-001-02-1:10	0.1770019934	0.4645013973	0	15	0.0263	VCAP	10.0	BRD-K93080877	6.0	Ala-Ala-Phe-CMK	unknown	unknown	unknown	unknown	c1ccccc1	unknown	1.0	0.0	HSP inhibitor	0.0560932964	CPC005	-0.0172413793
CPC013_ASC_24H:BRD-U44700465-000-01-4:10	-2.4895435593	0.0080703259	0	21	0.0	ASC	10.0	BRD-U44700465	24.0	HG-5-88-01	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC013	-0.0172413793
CPC014_PC3_6H:BRD-K83972459-001-01-9:10	-4.2170811053	-6.6146887295	15	29	0.0	PC3	10.0	BRD-K83972459	6.0	JWE-035	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)CN2CCNCC2	3.0	3.0	PLK inhibitor	0.4061345712	CPC014	-0.0517241379
CPC014_NPC_24H:BRD-K74514084-003-01-9:10	-0.9124790824	-1.5192097611	0	0	0.0	NPC	10.0	BRD-K74514084	24.0	pazopanib	ENOXAPARIN	Malignant neoplasm of connective and other soft tissue of abdomen	Launched	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor	n1cnccc1	n1cccnc1Nc2ccccc2	3.0	3.0	CDK inhibitor	-0.4275506546	CPC014	0.0
CPC014_PHH_24H:BRD-K99545815-001-01-4:10	-3.0462521542	1.3497684249	0	21	0.0	PHH	10.0	BRD-K99545815	24.0	PF-562271	unknown	unknown	Phase 1	focal adhesion kinase inhibitor	n1cnccc1	n1cnc(cc1)NCc2cnccc2	3.0	3.0	RAF inhibitor	0.1105625577	CPC014	-0.0344827586
CPC008_PC3_24H:BRD-K20492338-001-01-1:10	-0.8247049194	-1.9904792165	0	18	0.0	PC3	10.0	BRD-K20492338	24.0	BRD-K20492338	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCc2ccccc2)c3ccccc13	3.0	3.0	Aurora kinase inhibitor	0.3178151661	CPC008	-0.0689655172
CPC009_VCAP_24H:BRD-K83670234-001-01-1:10	-5.7840055519	5.3544489794	5	25	0.0	VCAP	10.0	BRD-K83670234	24.0	BRD-K83670234	unknown	unknown	unknown	unknown	n1ccccc1	n1ccccc1NCCCCOC2=C[CH]Nc3ccccc23	2.0	3.0	topoisomerase inhibitor	0.09639226	CPC009	-0.0344827586
NMH002_FIBRNPC_24H:BRD-K22503835-001-08-6:10	-3.7090947868	-9.4072295925	3	13	0.0	FIBRNPC	10.0	BRD-K22503835	24.0	scriptaid	unknown	unknown	Preclinical	HDAC inhibitor	c1cc2cccc3c2c(c1)CNC3	unknown	1.0	0.0	HDAC inhibitor	0.0604312093	NMH002	-0.0689655172
CPC008_PC3_6H:BRD-K88622704-001-05-9:10	-4.1144293393	-7.5146713718	-1	29	0.0014	PC3	10.0	BRD-K88622704	6.0	BRD-K88622704	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc(NCc2ccccc2)c3ccccc13	2.0	3.0	MEK inhibitor	0.1793226262	CPC008	0.0172413793
CPC012_MCF7_24H:BRD-K72615639-001-01-0:10	4.9597658502	-5.3265574186	1	9	0.0	MCF7	10.0	BRD-K72615639	24.0	BRD-K72615639	unknown	unknown	unknown	unknown	c1ccccc1	N(=Cc1ccccc1)NCc2ccccc2	1.0	1.0	cyclooxygenase inhibitor	0.2753937711	CPC012	-0.0344827586
ERG014_VCAP_6H:BRD-K68007270-001-01-0:10	-0.8581528928	-1.8089763117	0	18	0.0219	VCAP	10.0	BRD-K68007270	6.0	BRD-K68007270	unknown	unknown	unknown	unknown	O1c2ccccc2CCNCCC1	c1ccc(cc1)-c2ccccc2	2.0	6.0	dopamine receptor antagonist	0.2491521089	ERG014	-0.0344827586
CPC005_PC3_24H:BRD-K04210847-001-01-1:10	0.0712971424	-4.5073502291	0	11	0.0	PC3	10.0	BRD-K04210847	24.0	tamoxifen	TRASTUZUMAB	Personal history of malignant neoplasm of breast	Phase 2	estrogen receptor antagonist	c1ccccc1	c1ccc(cc1)Cc2ccccc2	1.0	3.0	histamine receptor antagonist	0.2288319177	CPC005	-0.0862068966
CPC010_VCAP_24H:BRD-K74980345-019-03-9:10	-3.6350478322	1.4689101923	0	21	0.0	VCAP	10.0	BRD-K74980345	24.0	BRD-K74980345	unknown	unknown	unknown	unknown	n1cnc2ccccc2c1	n1cnc2ccc(cc2c1)-c3cocc3	1.0	3.0	cyclooxygenase inhibitor	0.1106110535	CPC010	-0.1034482759
CPC020_VCAP_24H:BRD-A48631911-001-01-9:10	-0.4810716399	-3.642751568	0	18	0.0007	VCAP	10.0	BRD-A48631911	24.0	mibefradil	unknown	unknown	Withdrawn	T-type calcium channel blocker	N1=C[N]c2ccccc12	N1=C([N]c2ccccc12)CCCNCCC3Cc4ccccc4CC3	2.0	1.0	adrenergic receptor antagonist	-0.0109458127	CPC020	0.0172413793
CPC014_MCF7_24H:BRD-U04166717-000-01-2:10	-1.4882988075	1.8284197568	0	16	0.0014	MCF7	10.0	BRD-U04166717	24.0	XMD-1499	unknown	unknown	unknown	unknown	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC014	0.0344827586
CPC004_VCAP_24H:BRD-A09467419-003-14-1:10	-0.5269672443	-3.0190212876	0	18	0.0121	VCAP	10.0	BRD-A09467419	24.0	mebeverine	unknown	unknown	Launched	acetylcholine receptor antagonist	c1ccccc1	O(Cc1ccccc1)CCCCNCCc2ccccc2	1.0	1.0	calcium channel blocker	-0.1305688548	CPC004	-0.0172413793
CPC008_HT29_6H:BRD-K30836161-019-01-1:10	-5.4338485706	3.4169785721	14	8	0.0	HT29	10.0	BRD-K30836161	6.0	BRD-K30836161	unknown	unknown	unknown	unknown	n1csc2ccccc12	n1c(sc2ccccc12)-c3csc4c3CCNC4	2.0	1.0	PARP inhibitor	0.5579822295	CPC008	0.0
CPC006_PC3_6H:BRD-A13122391-001-01-9:0.08	-9.1510582953	9.4133792834	2	2	0.0	PC3	0.08	BRD-A13122391	6.0	triptolide	unknown	unknown	Phase 3	RNA polymerase inhibitor	O1CC2=C(C1)C3CC4OC54CC6OC6C7OC75C3CC2	unknown	1.0	0.0	glucocorticoid receptor agonist	-0.0041920372	CPC006	0.0344827586
LJP001_HS578T_24H:BRD-K64890080-001-09-6:2	-3.5730129003	-5.2731931964	15	29	0.0	HS578T	2.0	BRD-K64890080	24.0	BI-2536	unknown	unknown	Phase 2	PLK inhibitor	c1ccccc1	c1ccc(cc1)CNC2CCNCC2	3.0	6.0	Aurora kinase inhibitor	0.0909377829	LJP001	0.0
CPC012_PC3_24H:BRD-K90849765-001-01-9:10	0.360446339	-0.5341976856	0	26	0.0266	PC3	10.0	BRD-K90849765	24.0	BRD-K90849765	unknown	unknown	unknown	unknown	c1ccccc1	N1=COC(c2ccccc2)C1	2.0	15.0	adrenergic receptor antagonist	-0.1307351465	CPC012	-0.0172413793
CPC014_HCC515_6H:BRD-K56957086-001-02-2:10	-2.269622707	-3.7629384066	0	3	0.0	HCC515	10.0	BRD-K56957086	6.0	dacinostat	unknown	unknown	Phase 1	HDAC inhibitor	c1ccccc1	c1ccc(cc1)CNCCc2c[nH]c3ccccc32	2.0	1.0	HDAC inhibitor	0.1203217912	CPC014	-0.0344827586
CPC006_A549_6H:BRD-K61662457-001-02-2:20	0.5636696913	-1.3913380303	0	26	0.0	A549	20.0	BRD-K61662457	6.0	CAY-10594	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)N2CNCC23CCNCC3	3.0	3.0	dopamine receptor antagonist	0.1840457362	CPC006	-0.1379310345
CPC015_A375_6H:BRD-K98490050-001-01-8:10	1.1707848552	5.4348820857	-1	28	0.0	A375	10.0	BRD-K98490050	6.0	amsacrine	unknown	unknown	Launched	topoisomerase inhibitor	c1ccccc1	n1c2ccccc2c(c3ccccc13)Cc4ccccc4	2.0	1.0	cyclooxygenase inhibitor	0.1473095006	CPC015	-0.0344827586
CPC013_A549_24H:BRD-K17210248-003-01-7:10	-8.428110022	9.6676010022	2	2	0.0021	A549	10.0	BRD-K17210248	24.0	daunorubicin	ASPARAGINASE	Other specified aplastic anemias	Launched	RNA synthesis inhibitor, topoisomerase inhibitor	O1CCCCC1	O1CCCCC1CC2c3cc4c(cc3CCC2)Cc5ccccc5C4	2.0	1.0	topoisomerase inhibitor	0.8249326408	CPC013	0.0517241379
CPC019_MCF7_24H:BRD-K32238524-001-01-8:10	4.4872669385	-2.0158956913	0	5	0.0007	MCF7	10.0	BRD-K32238524	24.0	BRD-K32238524	unknown	unknown	unknown	unknown	O1c2ccccc2CCNCCC1	O1c2ccc(cc2CCNCCC1)NCNc3ccccc3	2.0	3.0	dopamine receptor antagonist	0.240935734	CPC019	-0.275862069
CPC015_ASC_24H:BRD-K28168037-001-01-3:10	6.7853076673	1.081523375	0	23	0.0	ASC	10.0	BRD-K28168037	24.0	fenretinide	unknown	unknown	Phase 3	apoptosis stimulant, retinoid receptor agonist	C1=CCCCC1	C(C=CC=CCNc1ccccc1)=CC=CC2=CCCCC2	1.0	1.0	retinoid receptor agonist	0.389842387	CPC015	-0.1724137931
CPC012_PHH_24H:BRD-A20697603-001-05-6:10	7.3256637245	1.9970559257	0	12	0.0	PHH	10.0	BRD-A20697603	24.0	thiostrepton	unknown	unknown	Launched	FOXM1 inhibitor, protein synthesis inhibitor	N1=CCCC23NCCNCCNCCNCCNC4C=Cc5ccc(nc5C4)COCC(NCc6nc(sc6)CNCC7N=C(SC7)CNCCNCc8nc2sc8)c9nc(cs9)C13	n1ccsc1C2=NC3c4nc(sc4)C5NCc6nc(sc6)CNCC7N=C(SC7)CNCCNCc8nc(sc8)C3(NCCNCCNCCNCCNC9C=Cc%10ccc(nc%10C9)COC5)CC2	1.0	1.0	tubulin polymerization inhibitor	0.1326016727	CPC012	-0.0689655172
CPC006_PC3_24H:BRD-K21672174-001-02-2:160	4.2324209992	-2.9756880757	0	5	0.0	PC3	160.0	BRD-K21672174	24.0	RO-28-1675	unknown	unknown	Preclinical	glucokinase activator	c1ccccc1	n1ccsc1NCCc2ccccc2	1.0	4.0	cyclooxygenase inhibitor	0.1042931172	CPC006	-0.1551724138
CPC006_VCAP_24H:BRD-U88459701-000-01-8:10	0.2549300986	-5.166851525	0	11	0.0028	VCAP	10.0	BRD-U88459701	24.0	atorvastatin	METFORMIN	Other and unspecified hyperlipidemia	Launched	HMGCR inhibitor	unknown	unknown	0.0	0.0	cyclooxygenase inhibitor	unknown	CPC006	0.0344827586
LJP001_SKBR3_24H:BRD-A45498368-001-03-0:0.4	-1.9886539417	-0.3143181435	0	0	0.0	SKBR3	0.4	BRD-A45498368	24.0	WYE-125132	unknown	unknown	Preclinical	mTOR inhibitor	N=1[N]c2ncncc2C1	N=1[N]c2nc(ncc2C1)-c3ccccc3	4.0	7.0	Aurora kinase inhibitor	0.1166973968	LJP001	0.0689655172
CPC008_HEPG2_6H:BRD-K75999307-001-05-7:10	5.183924197	2.0767695819	0	12	0.0028	HEPG2	10.0	BRD-K75999307	6.0	BRD-K75999307	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	N1=N[N]C(=N1)Sc2ncnc3sccc32	2.0	3.0	cyclooxygenase inhibitor	0.2503691643	CPC008	-0.0344827586
CPC014_MCF7_6H:BRD-M30523314-002-01-5:10	-0.1265502554	-0.7330962293	0	26	0.0	MCF7	10.0	BRD-M30523314	6.0	vinorelbine	GEMCITABINE	Neoplasm of uncertain behavior, site unspecified	Launched	tubulin polymerization inhibitor	c1ccc2c(c1)[nH]c3c2CN4CC=CC(C4)CC3	c1ccc2c(c1)[nH]c3c2CN4CC=CC(C4)CC3c5ccc6NC7CCC8C=CCN9CCC7(c6c5)C98	2.0	1.0	tubulin polymerization inhibitor	-0.0650419329	CPC014	-0.0172413793
CPC015_A549_6H:BRD-A58564983-001-03-8:10	3.6704982972	-1.6971800955	0	5	0.0	A549	10.0	BRD-A58564983	6.0	selamectin	unknown	unknown	Launched	nematocide	O1CCCCC1	O1CCCCC1OC2C=CCC3OC4(OCCCC4)CC(OCC5C=CCC6OCC(=CC=CC2)C65)C3	3.0	3.0	glucocorticoid receptor agonist	0.3081063447	CPC015	-0.1724137931
CPC006_SW948_6H:BRD-K12184916-001-03-0:0.63	-3.6180775623	-2.3857774365	0	3	0.0	SW948	0.63	BRD-K12184916	6.0	NVP-BEZ235	unknown	unknown	Phase 2	mTOR inhibitor, PI3K inhibitor	c1ccccc1	[N]1[CH][N]c2c1cnc3ccc(cc32)-c4cnc5ccccc5c4	3.0	3.0	cyclooxygenase inhibitor	0.1381908678	CPC006	0.1379310345
CPC020_MCF7_24H:BRD-K06009608-001-01-4:10	-2.7467744468	-6.919837478	11	29	0.0	MCF7	10.0	BRD-K06009608	24.0	BRD-K06009608	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	6.0	topoisomerase inhibitor	0.3292080096	CPC020	0.0172413793
CPC018_ASC_24H:BRD-A52530684-001-01-1:10	-8.6281626353	9.7275968136	2	2	0.0	ASC	10.0	BRD-A52530684	24.0	doxorubicin	CYCLOPHOSPHAMIDE	Other specified prophylactic or treatment measure	Launched	topoisomerase inhibitor	O1CCCCC1	O1CCCCC1OC2c3cc4c(cc3CCC2)Cc5ccccc5C4	2.0	1.0	topoisomerase inhibitor	0.5162042999	CPC018	0.0344827586
CPC014_NPC_24H:BRD-M30523314-002-01-5:10	2.00882812	-4.6628089369	0	17	0.0	NPC	10.0	BRD-M30523314	24.0	vinorelbine	GEMCITABINE	Neoplasm of uncertain behavior, site unspecified	Launched	tubulin polymerization inhibitor	c1ccc2c(c1)[nH]c3c2CN4CC=CC(C4)CC3	c1ccc2c(c1)[nH]c3c2CN4CC=CC(C4)CC3c5ccc6NC7CCC8C=CCN9CCC7(c6c5)C98	2.0	1.0	tubulin polymerization inhibitor	-0.0650419329	CPC014	-0.224137931
CPC006_THP1_6H:BRD-U94846492-000-01-1:10	-4.0102910618	1.7111099345	0	21	0.0	THP1	10.0	BRD-U94846492	6.0	quinine	BUTALBITAL	Sleep related leg cramps	Launched	hemozoin biocrystallization inhibitor	unknown	unknown	0.0	0.0	adrenergic receptor antagonist	unknown	CPC006	0.0
