sig_id	x	y	DBSCAN-clustering	KMeans-clustering	p-value	Cell	Dose	Perturbation_ID	Time	Perturbation	EHR_Coprescribed_Drugs	EHR_Diagnoses	Phase	MOA	rings	scaffolds	n_rings	n_scaffolds	predicted_MOA	R2_Score	Batch	Scores
CPC015_HT29_6H:BRD-A23683907-334-01-0:10	-2.4142166542	1.2570577581	0	21	0.0119	HT29	10.0	BRD-A23683907	6.0	NAS-181	unknown	unknown	unknown	unknown	O1CCNCC1	O1c2c(OCC3OCCNC3)cccc2C=CC1	2.0	3.0	adrenergic receptor antagonist	0.0589336154	CPC015	0.0
CPC019_VCAP_24H:BRD-A00420644-001-01-7:10	0.2606625596	0.9637842804	0	15	0.0	VCAP	10.0	BRD-A00420644	24.0	SA-3676	unknown	unknown	unknown	unknown	c1ccccc1	N1=CC(c2ccccc2)C3Nc4ccccc4NC13	2.0	1.0	cyclooxygenase inhibitor	0.1681779232	CPC019	-0.0862068966
LJP001_SKBR3_6H:BRD-K64890080-001-09-6:10	-4.2531832524	-6.770929346	15	29	0.0	SKBR3	10.0	BRD-K64890080	6.0	BI-2536	unknown	unknown	Phase 2	PLK inhibitor	c1ccccc1	c1ccc(cc1)CNC2CCNCC2	3.0	6.0	Aurora kinase inhibitor	0.0909377829	LJP001	-0.0344827586
CPC012_NPC_24H:BRD-A59985574-003-01-9:10	-0.7488050934	2.8120190654	0	16	0.0021	NPC	10.0	BRD-A59985574	24.0	topotecan	OXALIPLATIN	Malignant neoplasm of ovary	Launched	topoisomerase inhibitor	n1c2ccccc2cc3c1C4=CC5=C([CH]N4C3)COCC5	unknown	1.0	0.0	topoisomerase inhibitor	0.1784821639	CPC012	0.0517241379
CPC006_PC3_24H:BRD-A69951442-001-01-3:10	-2.2682755071	2.0031438112	0	16	0.0	PC3	10.0	BRD-A69951442	24.0	dexamethasone	PROPOFOL	Encounter for antineoplastic chemotherapy	Launched	glucocorticoid receptor agonist	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.4461548483	CPC006	0.1551724138
CPC012_SKB_24H:BRD-K85123403-001-01-4:10	-0.705127077	-1.3113127343	0	0	0.0104	SKB	10.0	BRD-K85123403	24.0	BRD-K85123403	unknown	unknown	unknown	unknown	C1CCCCC1	O1c2ccccc2CNCCC(OCCCCC1)CNCC3CCCCC3	2.0	3.0	topoisomerase inhibitor	0.1568203069	CPC012	0.0172413793
CPC008_HEPG2_6H:BRD-K66037923-001-04-4:10	1.6814849548	1.2580556586	0	15	0.0	HEPG2	10.0	BRD-K66037923	6.0	BRD-K66037923	unknown	unknown	unknown	unknown	n1cnc2sccc2c1	N1=N[N]C(=N1)Sc2ncnc3sccc32	2.0	3.0	cyclooxygenase inhibitor	0.2586404866	CPC008	-0.0517241379
CPC006_NCIH1694_6H:BRD-K05649647-001-03-7:20	1.2138836746	-1.1294031951	0	26	0.0	NCIH1694	20.0	BRD-K05649647	6.0	BRD-K05649647	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	4.0	cyclooxygenase inhibitor	0.0812218287	CPC006	-0.1379310345
CPC011_VCAP_6H:BRD-K95808480-001-04-8:10	-9.9048799099	-1.6279764731	7	14	0.0	VCAP	10.0	BRD-K95808480	6.0	taxifolin	unknown	unknown	Phase 2	opioid receptor antagonist	c1ccccc1	O1c2ccccc2CCC1c3ccccc3	2.0	1.0	estrogen receptor agonist	0.1462858252	CPC011	0.0344827586
CPC012_MCF7_6H:BRD-A15010982-001-01-9:10	2.5082715497	2.9500194144	0	28	0.0	MCF7	10.0	BRD-A15010982	6.0	HU-211	unknown	unknown	unknown	unknown	O1c2ccccc2C3CC=CCC3C1	unknown	1.0	0.0	estrogen receptor agonist	0.2672745884	CPC012	0.0689655172
CPC015_MCF7_24H:BRD-K30296925-001-02-1:10	7.4747560992	-0.1382633808	0	23	0.0	MCF7	10.0	BRD-K30296925	24.0	flavokavain-b	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)C=CCc2ccccc2	1.0	1.0	estrogen receptor agonist	0.2963492814	CPC015	0.0172413793
CPC016_HEPG2_6H:BRD-K84709232-001-02-6:10	0.7224357728	0.3666188869	0	15	0.0154	HEPG2	10.0	BRD-K84709232	6.0	caffeic-acid	unknown	unknown	Preclinical	HIV integrase inhibitor, lipoxygenase inhibitor	c1ccccc1	O(CC=Cc1ccccc1)CCc2ccccc2	1.0	1.0	estrogen receptor agonist	0.4039994773	CPC016	-0.0517241379
CPC017_NPC_24H:BRD-A95939040-008-03-3:10	-0.9358000333	-0.8002344054	0	0	0.007	NPC	10.0	BRD-A95939040	24.0	sertaconazole	TRETINOIN	Dermatophytosis of the body	Launched	sterol demethylase inhibitor	c1ccccc1	n1ccn(c1)CCc2ccccc2	2.0	4.0	dopamine receptor antagonist	-0.4803565014	CPC017	0.0517241379
CPC014_HT29_6H:BRD-K32710582-001-01-5:10	2.1657893283	1.9695229139	0	24	0.0	HT29	10.0	BRD-K32710582	6.0	EI-247	unknown	unknown	unknown	unknown	c1ccc2ccccc2c1	unknown	1.0	0.0	estrogen receptor agonist	0.1215344098	CPC014	0.0172413793
CPC003_VCAP_24H:BRD-K92049597-001-10-9:10	-0.7571148855	1.4494025899	0	10	0.0425	VCAP	10.0	BRD-K92049597	24.0	triamterene	QUINAPRIL	Ménière's disease, unspecified	Launched	sodium channel blocker	c1ccccc1	n1cnc2ncc(nc2c1)-c3ccccc3	2.0	1.0	PI3K inhibitor	-0.6111643515	CPC003	-0.0689655172
CPC019_HT29_6H:BRD-K57678861-001-01-6:10	-2.5076756703	-3.0588826891	0	3	0.0056	HT29	10.0	BRD-K57678861	6.0	BRD-K57678861	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	c1ccc(cc1)NCc2ccccc2	2.0	6.0	mTOR inhibitor	0.3481077482	CPC019	0.0172413793
CPC005_VCAP_6H:BRD-A83937277-001-03-0:10	-1.3238202317	0.0882086812	0	10	0.0153	VCAP	10.0	BRD-A83937277	6.0	mephenytoin	unknown	unknown	Launched	hydantoin antiepileptic	c1ccccc1	c1ccc(cc1)C2NCNC2	1.0	1.0	cyclooxygenase inhibitor	0.0269249672	CPC005	0.0172413793
CPC004_VCAP_24H:BRD-K97158071-001-08-2:10	-3.5321575063	0.1569553299	0	21	0.0301	VCAP	10.0	BRD-K97158071	24.0	droperidol	REMIFENTANIL	Other chronic sinusitis	Launched	dopamine receptor antagonist	[N]1[CH][N]c2ccccc12	n1cn(c2ccccc12)C3=CCN(CC3)CCCCc4ccccc4	3.0	3.0	dopamine receptor antagonist	-0.2821491619	CPC004	0.0344827586
CPC008_MCF7_6H:BRD-K66634822-001-02-4:10	-6.3121963565	5.9664315522	5	25	0.0133	MCF7	10.0	BRD-K66634822	6.0	BRD-K66634822	unknown	unknown	unknown	unknown	O1CCNCC1	S(NC1CCCCC1)c2ccccc2	2.0	3.0	dopamine receptor antagonist	0.1120616257	CPC008	-0.0517241379
CPC012_MCF7_6H:BRD-K72238567-001-12-4:10	-8.9167066521	9.5116865295	2	2	0.0	MCF7	10.0	BRD-K72238567	6.0	fludarabine	IDARUBICIN	Chronic lymphoid leukemia, without mention of having achieved remission	Launched	ribonucleotide reductase inhibitor	n1cnc2[N]C=Nc2c1	n1cnc2c(ncn2C3OCCC3)c1	1.0	1.0	CDK inhibitor	0.1902650701	CPC012	0.0
CPC012_VCAP_24H:BRD-K89626439-001-01-0:10	-3.0848395384	0.4818199674	0	21	0.0	VCAP	10.0	BRD-K89626439	24.0	sirolimus	MYCOPHENOLATE MOFETIL	Surgical operation with transplant of whole organ	Launched	mTOR inhibitor	O1CCCCC=CCCCCCCC=CC=CC=CCCC2OC(CCN3CCCCC3C1)CCC2	O1CC2N(CCCC2)CCC3OC(CCC=CC=CC=CCCCCCCC=CCCCC1CCC4CCCCC4)CCC3	2.0	1.0	mTOR inhibitor	0.2279306706	CPC012	0.0
CPC019_VCAP_24H:BRD-K64099269-001-01-4:10	-2.4199579604	-0.0690263078	0	21	0.0217	VCAP	10.0	BRD-K64099269	24.0	BRD-K64099269	unknown	unknown	unknown	unknown	O1c2ccccc2CNCCC1	O1c2ccccc2CNCCC1CNCc3ccccc3	3.0	3.0	EGFR inhibitor	-0.0129834926	CPC019	-0.0172413793
CPC006_HCC515_24H:BRD-K04430056-001-09-4:80	-1.4643613276	0.9884195326	0	10	0.0252	HCC515	80.0	BRD-K04430056	24.0	7-nitroindazole	unknown	unknown	Preclinical	nitric oxide synthase inhibitor	N=1[N]c2ccccc2C1	unknown	1.0	0.0	calcium channel blocker	0.1387582093	CPC006	-0.0517241379
CPC017_A549_6H:BRD-A94756469-001-03-9:10	3.0527744383	6.4877179446	4	4	0.0	A549	10.0	BRD-A94756469	6.0	digoxin	FUROSEMIDE	Congestive heart failure, unspecified	Launched	ATPase inhibitor	O1CCCCC1	O1CC=C(C1)C2CCC3C2CCC4C5CCCCC5CCC34	2.0	9.0	protein synthesis inhibitor	0.3170680035	CPC017	0.0344827586
CPC007_VCAP_6H:BRD-K32862555-001-04-1:10	5.8411803141	-5.1867938551	1	9	0.0	VCAP	10.0	BRD-K32862555	6.0	BRD-K32862555	unknown	unknown	unknown	unknown	c1ccccc1	n1ccoc1-c2ccccc2	1.0	1.0	EGFR inhibitor	0.171396186	CPC007	0.0689655172
CPC020_VCAP_6H:BRD-A07780951-065-05-0:10	-5.0367538292	1.227555928	10	21	0.0	VCAP	10.0	BRD-A07780951	6.0	orciprenaline	MONTELUKAST	Wheezing	Launched	adrenergic receptor agonist	c1ccccc1	unknown	1.0	0.0	adrenergic receptor antagonist	0.0107073357	CPC020	0.0
CPC012_HCC515_6H:BRD-A19248578-001-02-9:10	-1.344557185	-1.7144518624	0	0	0.0	HCC515	10.0	BRD-A19248578	6.0	latrunculin-b	unknown	unknown	Phase 1	actin polymerization inhibitor	O1CC=CCCC=CCCCC2OCCC1C2	O1CC=CCCC=CCCCC2OC(CC1C2)C3NCSC3	1.0	1.0	NFkB pathway inhibitor	0.2260245367	CPC012	-0.0172413793
CPC020_HCC515_6H:BRD-A75144621-001-02-8:10	1.9557739137	5.6966772383	-1	4	0.0014	HCC515	10.0	BRD-A75144621	6.0	digoxin	FUROSEMIDE	Congestive heart failure, unspecified	Launched	ATPase inhibitor	O1CCCCC1	O1CC=C(C1)C2CCC3C2CCC4C5CCCCC5CCC34	2.0	9.0	protein synthesis inhibitor	0.4780992525	CPC020	0.0689655172
CPC014_PHH_24H:BRD-K52911425-001-01-5:10	-2.3358052506	-0.2992123054	0	0	0.0	PHH	10.0	BRD-K52911425	24.0	GDC-0941	unknown	unknown	Phase 2	PI3K inhibitor	n1cnc2ccsc2c1	N=1[N]c2cccc(-c3nc4cc(sc4c(n3)N5CCOCC5)CN6CCNCC6)c2C1	4.0	7.0	PI3K inhibitor	0.2028119395	CPC014	0.0689655172
CPC013_MCF7_6H:BRD-K68191783-001-01-2:10	-3.8982173516	-2.1747642736	0	3	0.0	MCF7	10.0	BRD-K68191783	6.0	ALW-II-38-3	unknown	unknown	unknown	unknown	c1ccccc1	c1ccc(cc1)NCc2ccccc2	1.0	6.0	RAF inhibitor	-0.1806192706	CPC013	0.1034482759
CPC012_PC3_6H:BRD-K98004941-001-01-0:10	-0.7388414629	0.670195782	0	10	0.0343	PC3	10.0	BRD-K98004941	6.0	BRD-K98004941	unknown	unknown	unknown	unknown	c1ccccc1	O1c2ccc(cc2CNCCCOCCCCC1)NCC3CCCCC3	2.0	3.0	mTOR inhibitor	-0.1303578818	CPC012	-0.0172413793
ERG011_VCAP_24H:BRD-K36055864-001-16-8:10	2.3391286992	6.0057935461	4	4	0.0	VCAP	10.0	BRD-K36055864	24.0	cycloheximide	unknown	unknown	Preclinical	protein synthesis inhibitor	C1CCCCC1	N1CCC(CC1)CCC2CCCCC2	2.0	1.0	protein synthesis inhibitor	0.0795190412	ERG011	0.2068965517
CPC004_HA1E_24H:BRD-A92177080-001-01-3:10	-1.698171008	0.7054152867	0	10	0.028	HA1E	10.0	BRD-A92177080	24.0	betamethasone	IOHEXOL	Other psoriasis	Launched	glucocorticoid receptor agonist	C1=CC2C(=CC1)CCC3C2CCC4CCCC43	unknown	1.0	0.0	glucocorticoid receptor agonist	0.6488094104	CPC004	0.0344827586
CPC010_VCAP_6H:BRD-K70578146-001-03-4:10	-0.5057548551	1.2832172683	0	10	0.0	VCAP	10.0	BRD-K70578146	6.0	dactinomycin	unknown	unknown	Launched	RNA polymerase inhibitor	O1CCNCCNCC2N(CCNCCC1)CCC2	N=1c2ccccc2Oc3cccc(c13)CNC4COCCNCCNCC5N(CCNC4)CCC5	2.0	2.0	CDK inhibitor	0.0963910377	CPC010	0.0
CPC002_PC3_24H:BRD-K40656405-001-01-5:10	-1.4410439864	-2.710501342	0	18	0.0	PC3	10.0	BRD-K40656405	24.0	L-165041	unknown	unknown	Preclinical	PPAR receptor agonist	c1ccccc1	O(c1ccccc1)CCCOc2ccccc2	1.0	1.0	topoisomerase inhibitor	-0.0157744038	CPC002	-0.0689655172
